cnpj;identificador_matriz_filial;razao_social;nome_fantasia;situacao;situacao_desc;data_situacao;motivo_situacao;motivo_situacao_desc;natureza_juridica;nat_jur_desc;data_inicio;ano_inicio;cnae_subclasse;subclasse_desc;cnae_classe;classe_desc;cnae_grupo;grupo_desc;cnae_divisao;divisao_desc;endereco_completo;tipo_logradouro;endereco;numero;complemento;bairro;cep;codemun;municipio;geocod_ibge_2018;nome_munic_ibge;uf;cidade_exterior;cod_pais;nome_pais;ddd1;telefone1;ddd2;telefone2;nu_ddd_fax;nu_fax;email;qualificacao;capital_social;porte_empresa;opcao_simples;data_opcao_simples;data_exclusao_simples;opcao_mei;situacao_especial;data_situacao_especial;ind_osc;id_mapa;certificado_OSCIP;macro_area_atuacao;micro_area_atuacao;n_vinc_ativos;n_vinc_def;empenhado;pago;empenhado_def;pago_def;cnae_secundaria;cnae2_classe;cnae2_classe_desc;PrecisionDepth;MatchedAddress;Longitude;Latitude
00000144000148;Matriz;ASSCOMAT - ASSOCIACAO COMUNITARIA ATITUDE;ASSCOMAT;2;;2012-12-13;00;;3999;Associação Privada;1994-07-04;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA JULIO MARIO SALUSSE 19;RUA;JULIO MARIO SALUSSE;19;;VILA PENTEADO;02866230;7107;SAO PAULO;;;SP;;;;11;39822973;11;39822973;11;39822973;xandealima@gmail.com;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;45;;;;;;;;;4 Estrelas;RUA JULIO MARIO SALUSSE 19, VILA PENTEADO, SAO PAULO, SP, 02866230;-46,6820251519996;-23,4691034849996
00000144000229;Filial;ASSCOMAT - ASSOCIACAO COMUNITARIA ATITUDE;CEI ATITUDE DE CRIANCA;2;;2016-06-09;00;;3999;Associação Privada;2016-06-09;2016;8511200;Educação infantil - creche;85112;Educação infantil - creche;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA SALVADOR CANDIDO E SILVA 88;RUA;SALVADOR CANDIDO E SILVA;88;;VILA AMALIA (ZONA NORTE);02618040;7107;SAO PAULO;;;SP;;;;11;35363133;;;;;ASSCOMAT@ASSCOMAT.ORG;16;;05;0;;;;;;1;1;;Educação e pesquisa;Educação infantil;;;;;;;;;;4 Estrelas;RUA SALVADOR CANDIDO E SILVA 88, VILA AMÁLIA (ZONA NORTE), SAO PAULO, SP, 02618040;-46,6525372089996;-23,4670496219996
00000144000300;Filial;ASSCOMAT - ASSOCIACAO COMUNITARIA ATITUDE;CEI VOVO ALZIRA;2;;2019-10-08;00;;3999;Associação Privada;2019-10-08;2019;8511200;Educação infantil - creche;85112;Educação infantil - creche;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA SAID SAAD 68;RUA;SAID SAAD;68;;VILA AMALIA (ZONA NORTE);02618250;7107;SAO PAULO;;;SP;;;;11;35363133;;;;;ASSCOMAT@ASSCOMAT.ORG;16;;05;0;;;;;;1;0;;Educação e pesquisa;Educação infantil;;;;;;;;;;4 Estrelas;RUA SAID SAAD 68, VILA AMÁLIA (ZONA NORTE), SAO PAULO, SP, 02618250;-46,6476490819996;-23,4690177559996
00000145000192;Matriz;"ASSOCIACAO E CLUBE DE MAES ""RITA DE CASSIA""";;4;;2020-09-01;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-07-05;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA EUVALDO AUGUSTO FREIRE 35;RUA;EUVALDO AUGUSTO FREIRE;35;;JD CARUBE;02855030;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA EUVALDO AUGUSTO FREIRE 35, JARDIM CAROMBÉ, SAO PAULO, SP, 02855030;-46,6998380059996;-23,4547306229996
00000151000140;Matriz;ASSOCIACAO BENEFICENTE UNIDOS DO JARDIM GUARANI;;2;;2005-11-03;00;;3999;Associação Privada;1994-07-06;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA TRAJANO DE CARVALHO 196;RUA;TRAJANO DE CARVALHO;196;;VILA BRASILANDIA;02851090;7107;SAO PAULO;;;SP;;;;11;27681389;;;;;LINECONT@LINECONT.COM.BR;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA TRAJANO DE CARVALHO 196, JARDIM GUARANI, SAO PAULO, SP, 02851090;-46,6927483889996;-23,4589801539996
00000179000187;Matriz;PROJETO DE ANIMACAO AS CEBS E MOVIMENTOS POPULARES;;2;;2004-12-24;00;;3999;Associação Privada;1994-07-11;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA COSME DOS SANTOS 48;RUA;COSME DOS SANTOS;48;;PERUS/PERUS;05202020;7107;SAO PAULO;;;SP;;;;011;39170875;;;011;39170875;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA COSME DOS SANTOS, JARDIM SÃO MARTINHO, SAO PAULO, SP;-46,4120304759996;-23,4800084239996
00000185000134;Matriz;TENDA UMB CATARINA ANJOS GUARACI M VIRGENS E B SERAPIAO;;2;;2020-03-18;00;;3999;Associação Privada;1994-07-13;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA JOAQUIM FRANCISCO ASSIS 14;RUA;JOAQUIM FRANCISCO ASSIS;14;;V SANTA MARIA;02563010;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DOUTOR FLEURY SILVEIRA 14, VILA SANTA MARIA, SAO PAULO, SP, 02563010;-46,6676836029996;-23,4901639419996
00000190000147;Matriz;LOJA MACONICA IGUALDADE E UNIAO DO BRASIL;LOJA MACONICA IGUALDADE E UNIAO DO BRASIL;2;;2006-12-01;00;;3999;Associação Privada;1982-03-19;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ACREUNA 77;RUA;ACREUNA;77;"QUADRA: 06; LOTE: 10;";SETOR SERRA DOURADA;75960000;9645;ACREUNA;;;GO;;;;64;36451411;64;99875335;64;36453926;JOTAQUEIROZ@GOIACON.COM.BR;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA ACREUNA 77, SETOR SUL, ACREUNA, GO, 75960000;-50,3726515359996;-17,3987315549996
00000196000114;Matriz;GREMIO RECREATIVO ESPORTIVO MASTER BALL;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-07-14;1994;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA PE.ORLANDO G. SILVEIRA 84;AVENIDA;PE.ORLANDO G. SILVEIRA;84;VILA PENTEADO;FREGUESIA DO O;02866170;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;AVENIDA PADRE ORLANDO GARCIA DA SILVEIRA 84, VILA PENTEADO, SAO PAULO, SP, 02866170;-46,6821194359996;-23,4717394419996
00000201000199;Matriz;ASSOCIACAO BRASILEIRA DA CULTURA DA CERVEJA A B C C;;2;;2004-12-24;00;;3999;Associação Privada;1994-07-15;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MARCILIO DIAS 123;RUA;MARCILIO DIAS;123;;LAPA;05077120;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA MARCILIO DIAS 123, LAPA, SAO PAULO, SP, 05077120;-46,7109922979996;-23,5247662449996
00000204000122;Matriz;ASSOCIACAO DOS MORADORES DA VL CHALOT CJ AUGUA BRANCA;;2;;2020-08-12;00;;3999;Associação Privada;1994-07-18;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA CAPITAO FRANCISCO TEIXEIRA NOGUEIRA 142;RUA;CAPITAO FRANCISCO TEIXEIRA NOGUEIRA;142;A - VIELA C;AGUA BRANCA;05037030;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA CAPITAO FRANCISCO TEIXEIRA NOGUEIRA 142, ÁGUA BRANCA, SAO PAULO, SP, 05037030;-46,6872318989996;-23,5114268809996
00000224000101;Matriz;CENTRO ESPIRITA ALLAN KARDEC;;2;;2005-11-03;00;;3999;Associação Privada;1982-09-20;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA GOIAS 41;AVENIDA;GOIAS;41;;CENTRO;75930000;9457;MAURILANDIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA GOIAS 41, MAURILANDIA, GO, 75930000;-50,3358240459996;-17,9688253429996
00000238000117;Matriz;CENTRAL COM V JARAGUA JD BRITANIA S FE M DOCE REGIAO;;2;;2005-11-03;00;;3999;Associação Privada;1994-07-29;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PERA D AGUA 13;RUA;PERA D AGUA;13;;VILA JARAGUA;05269000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;AVENIDA PIERRE RENOIR 13, JARDIM BRITÂNIA, SAO PAULO, SP, 05269000;-46,7869750869996;-23,4332718019996
00000240000196;Matriz;CRECHE ENI DE FREITAS CONCEICAO;;2;;2005-08-27;00;;3999;Associação Privada;1982-11-09;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ANTONIO M DE ASSUNCAO 455;RUA;ANTONIO M DE ASSUNCAO;455;;CENTRO;75920000;9581;SANTA HELENA DE GOIAS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;3;;;;;;;;;1 Estrela;Santa Helena de Goiás, GO;-50,5981254319996;-17,8119747829996
00000251000176;Matriz;ASSOCIACAO DOS MORADORES DA A OCUPADA DO JD LIBANO;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-08-02;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA AFONSO LOMBARDI 12;RUA;AFONSO LOMBARDI;12;;JD LIBANO;05138500;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA AFONSO LOBARDI 12, JARDIM LÍBANO, SAO PAULO, SP, 05138500;-46,7358389629996;-23,4846166169996
00000255000154;Matriz;FEDERACAO PAULISTA DE COLUMBOFILIA F P C;;2;;2019-01-22;00;;3999;Associação Privada;1994-08-03;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DONA GERMAINE BURCHARD 451;RUA;DONA GERMAINE BURCHARD;451;SALA 52 5 ANDAR;AGUA BRANCA;05002062;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA DONA GERMAINE BURCHARD 451, ÁGUA BRANCA, SAO PAULO, SP, 05002060;-46,6720855669996;-23,5295213409996
00000259000132;Matriz;IGREJA PENTECOSTAL SELO DA VIDA ETERNA;;2;;2005-11-03;00;;3999;Associação Privada;1994-08-03;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ANIBAL TEOFILO 219;RUA;ANIBAL TEOFILO;219;;VL PENTEADO;02865020;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA ANIBAL TEOFILO 219, VILA PENTEADO, SAO PAULO, SP, 02865020;-46,6776376149996;-23,4721712379996
00000274000180;Matriz;CENTRO ESPIRITA RAIOS DE SOL PIRITUBA;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-08-09;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA MUTINGA 2288;AVENIDA;MUTINGA;2288;;PIRITUBA;05110000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA MUTINGA 2288, JARDIM SANTO ELIAS, SAO PAULO, SP, 05110000;-46,7467460099996;-23,4860305049996
00000282000127;Matriz;"CENTRO ESPIRITA "" CASINHA "" DE LUZ";;4;;2018-09-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-08-09;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DA ASPEREZA 220;RUA;DA ASPEREZA;220;A;JARAGUA;05180030;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DA ASPEREZA 220, JARAGUÁ, SAO PAULO, SP, 05180030;-46,7482453839996;-23,4579511979996
00000317000128;Matriz;IGREJA EVANGELICA ASSEMBLEIA DE DEUS AMESQUIANA MINISTERIO LAPA;;2;;2019-03-01;00;;3999;Associação Privada;1994-08-17;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA SCHILING 341;RUA;SCHILING;341;;LAPA;05302001;7107;SAO PAULO;;;SP;;;;11;32425062;;;;;MONTEHOREPE.SP@TERRA.COM.BR;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA SCHILLING 341, VILA LEOPOLDINA, SAO PAULO, SP, 05302000;-46,7280176409996;-23,5301917039996
00000351000100;Matriz;CONGREGACAO HUMILDES SERVOS DA RAINHA DO AMOR;;2;;2005-11-03;00;;3999;Associação Privada;1994-08-25;1994;9499500;Atividades associativas não especificadas anteriormente;94995;Atividades associativas não especificadas anteriormente;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA CARLOS DE NOBREGA TEIXEIRA 220;RUA;CARLOS DE NOBREGA TEIXEIRA;220;;PARQUE AMERICA;09450000;6983;RIO GRANDE DA SERRA;;;SP;;;;11;25012786;;;;;congregacao@congregacao.com.br;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;1 Estrela;Rio Grande da Serra, SP;-46,3975297519996;-23,7442174899996
00000355000180;Matriz;APRENDENDO A VIVER E CRESCER;;2;;2019-07-31;00;;3999;Associação Privada;1994-08-29;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PORTUARIA 65;RUA;PORTUARIA;65;LETRA B;JARDIM SYDNEY;02981020;7107;SAO PAULO;;;SP;;;;11;77530216;11;39211959;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA PORTUARIA 65, JARDIM SYDNEY, SAO PAULO, SP, 02981020;-46,7173723869996;-23,4587874369996
00000400000105;Matriz;IGREJA EVANG.ASSEMBLEIA DE DEUS MINIST.PQ.DOROTEIA;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-09-16;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA WALDELOYR CH DE OLIVEIR 94;RUA;WALDELOYR CH DE OLIVEIR;94;;PARQUE DOROTEIA;04475550;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DOUTOR AUGUSTO GONZAGA 94, PARQUE DOROTÉIA, SAO PAULO, SP, 04475550;-46,6376426819996;-23,6996149759996
00000402000196;Matriz;ASSOCIACAO DAITAN DE KARATE;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-09-16;1994;9319199;Outras atividades esportivas não especificadas anteriormente;93191;Atividades esportivas não especificadas anteriormente;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA DR LUIS ARROBAS MARTINS 690;RUA;DR LUIS ARROBAS MARTINS;690;;VELEIROS;04781001;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;AVENIDA DOUTOR LUIS ARROBAS MARTINS 690, CAPELA DO SOCORRO, SAO PAULO, SP, 04781001;-46,7082285419996;-23,6855451389996
00000418000107;Matriz;SOCIEDADE AMIGOS DO JARDIM DIMAR;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-09-21;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PARTICULAR 61;RUA;PARTICULAR;61;;JARDIM DIMAR;05820200;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA NOVA DO TUPAROQUERA 61, JARDIM NOVO SANTO AMARO, SAO PAULO, SP, 05820200;-46,7361863099996;-23,6578550089996
00000419000143;Matriz;JARDIM SAO LUIZ NA LUTA PELA MORADIA;;2;;2019-02-13;00;;3999;Associação Privada;1994-09-20;1994;8730102;Albergues assistenciais;87301;Atividades de assistência social prestadas em residências coletivas e particulares;873;Atividades de assistência social prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA TUPAROQUERA 47;RUA;TUPAROQUERA;47;;JDM. SAO LUIZ;05820200;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;4 Estrelas;RUA NOVA DO TUPAROQUERA 47, JARDIM NOVO SANTO AMARO, SAO PAULO, SP, 05820200;-46,7361147659996;-23,6577454939996
00000426000145;Matriz;CLUBE DE MAES DO BAIRRO PARQUE CEREJEIRAS;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-09-23;1994;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA DELIVAL SANTO SANTANA 44;RUA;DELIVAL SANTO SANTANA;44;;PARQUE CEREJEIRA;04896000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;4 Estrelas;RUA TOMAS SALINI 44, JARDIM SANTA TEREZINHA (PARELHEIROS), SAO PAULO, SP, 04896000;-46,6962455959996;-23,8508740629996
00000447000160;Matriz;IGREJA PENTECOSTAL DEUS TE AMA;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-09-29;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA HORACIO QUAGLIO 10;RUA;HORACIO QUAGLIO;10;;PQUE STO ANTONIO;05885310;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA JOSE DE BRITO 10, JARDIM LILAH, SAO PAULO, SP, 05885310;-46,7802940329996;-23,6715000389996
00000467000131;Matriz;GREMIO RECREATIVO FOTOBRAS;;3;;2014-02-26;21;PEDIDO DE BAIXA INDEFERIDA;3999;Associação Privada;1994-07-14;1994;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA AGOSTINO TOGNERI 153;RUA;AGOSTINO TOGNERI;153;;JURUBATUBA;04690090;7107;SAO PAULO;;;SP;;;;11;28980458;11;28980475;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;RUA AGOSTINO TOGNERI 153, JURUBATUBA, SAO PAULO, SP, 04690090;-46,6944784189996;-23,6732889779996
00000493000160;Matriz;ASSOC DOS PROP CENTRAL TELEF COND EDIF VISTA VERDE;APCTCEVV;2;;2006-12-01;00;;3999;Associação Privada;1994-10-20;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA WASHINGTON LUIS 3509;AVENIDA;WASHINGTON LUIS;3509;;SANTO AMARO;04627000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;AVENIDA WASHINGTON LUIS 3509, SANTO AMARO, SAO PAULO, SP, 04627000;-46,6756326659996;-23,6477683119996
00000514000147;Matriz;ASSOCIACAO DE PROPRIETAR.DO IMOVEL CHAC. RECANTO DO LAR;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-10-27;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;ESTRADA DO JUSA 890;ESTRADA;DO JUSA;890;;PARELHEIROS;04825000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA DO JUSA 890, SAO PAULO, SP;-46,7670481179996;-23,8230692809996
00000515000191;Matriz;ASSOCIACAO COMUNITARIA CONSELHEIRO DA PAZ;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-10-27;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ISABEL AGUIAR DE CAMPOS 377;RUA;ISABEL AGUIAR DE CAMPOS;377;;GRAJAU;04842240;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA TORQUATO TAPAJOS 377, PARQUE GRAJAÚ, SAO PAULO, SP, 04842240;-46,6887776109996;-23,7445556529996
00000519000170;Matriz;COMUNIDADE DO EMBURA;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-11-01;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA CATARINA G REIMBERG 26;RUA;CATARINA G REIMBERG;26;;EMBURA;04893060;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA CATHARINA GUILGER REIMBERG 26, EMBURA, SAO PAULO, SP, 04893060;-46,7409574769996;-23,8824410119996
